Tag,id,Citation_trim,Citation,Class,Order,Family,Genus,Species,SubSpecies,Authority,CommonName,Estimated_area_num,Estimated_area_cat,Units,PopulationLocation,CountryList,Region,DecimalLatitude,DecimalLongitude,SpecificCoordinate,system,biome,realm,Native,Alien,Invasive,Units,SamplingMethod,DataTransformed
Caro2011320,11285,On the merits and feasibility of wildlife monitoring for conservation: a case study from Katavi National Park  Tanzania," Caro, T. (2011). On the merits and feasibility of wildlife monitoring for conservation: a case study from Katavi National Park  Tanzania."" African Journal of Ecology 49(3): 320-331.""",Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,,"Erxleben, 1777",Spotted hyaena,4471,NA,km2,Katavi National Park,"Tanzania, United Republic Of",Africa,-6.79528,31.23806,FALSE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Density (Individuals per km2),Vehicle transect,No
Lariviere2000143,12702,Status and conservation of the gray wolf (Canis lupus) in wildlife reserves of Quebec,"Larivière, S., H. Jolicoeur, et al. (2000). Status and conservation of the gray wolf (Canis lupus) in wildlife reserves of Quebec."" Biological Conservation 94: 143-151.""",Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,4488,NA,km2,"Ashuapmushuan Wildlife Reserve, Southern Québec",Canada,North America,49.07891,-73.512303,TRUE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Density (wolves per 100km2),Density estimated from questionnaires by moose hunters and an equation linking tracking data,No
ColeBurton2011122,10096,The decline of lions in Ghana’s Mole National Park," Cole Burton, A., E. B. Buedi, et al. (2010). The decline of lions in Ghana’s Mole National Park."" African Journal of Ecology 49(1): 122-126.""",Mammalia,Carnivora,Felidae,Panthera,leo,,"Linnaeus, 1758",African lion / Asiatic lion,4840,NA,km2,"Mole National Park, Northern Ghana",Ghana,Africa,9.63333,-1.81667,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Sightings per 100 patrols,Ground patrol sitings,No
Dorcas20122418,14944,Severe mammal declines coincide with proliferation of invasive Burmese pythons in Everglades National Park,"Dorcas, M. E., J. D. Willson, et al. (2012). Severe mammal declines coincide with proliferation of invasive Burmese pythons in Everglades National Park."" Proceedings of the National Academy of Sciences 109(7): 2418-2422.""",Mammalia,Carnivora,Felidae,Lynx,rufus,,"(Schreber, 1777)",Bobcat,6107,NA,km2,"Main Park Road, State Hwy 9336, Everglades National Park",United States,North America,25.39758,-80.795719,FALSE,Terrestrial,Flooded grasslands and savannas,Neotropical,Yes,No,No,Observations/ 100km,Road surveys on the Main Park Road between sunset and sunrise/,No
Dorcas20122418,14945,Severe mammal declines coincide with proliferation of invasive Burmese pythons in Everglades National Park,"Dorcas, M. E., J. D. Willson, et al. (2012). Severe mammal declines coincide with proliferation of invasive Burmese pythons in Everglades National Park."" Proceedings of the National Academy of Sciences 109(7): 2418-2422.""",Mammalia,Carnivora,Canidae,Canis,latrans,,"Say, 1823",Coyote,6107,NA,km2,"Main Park Road, State Hwy 9336, Everglades National Park",United States,North America,25.39758,-80.795719,FALSE,Terrestrial,Flooded grasslands and savannas,Neotropical,Yes,No,No,Observations/ 100km,Road surveys on the Main Park Road between sunset and sunrise,No
Dorcas20122418,14942,Severe mammal declines coincide with proliferation of invasive Burmese pythons in Everglades National Park,"Dorcas, M. E., J. D. Willson, et al. (2012). Severe mammal declines coincide with proliferation of invasive Burmese pythons in Everglades National Park."" Proceedings of the National Academy of Sciences 109(7): 2418-2422.""",Mammalia,Carnivora,Felidae,Puma,concolor,,"(Linnaeus, 1771)",Mountain lion / Puma / Cougar,6107,NA,km2,"Main Park Road, State Hwy 9336, Everglades National Park",United States,North America,25.39758,-80.795719,FALSE,Terrestrial,Flooded grasslands and savannas,Neotropical,Yes,No,No,Observations/100km,Road surveys on the Main Park Road between sunset and sunrise,No
Sawaya2012,12741,Estimating Grizzly and Black bear population abundance and trend in Banff National Park using noninvasive genetic sampling,"Sawaya, M. A., J. B. Stetz, et al. (2012). Estimating Grizzly and Black bear population abundance and trend in Banff National Park using noninvasive genetic sampling."" PLoS ONE 7(5).""",Mammalia,Carnivora,Ursidae,Ursus,arctos,,"Linnaeus, 1758",Grizzly bear / Brown bear,6641,NA,km2,"Banff National Park and surrounding area, Alberta",Canada,North America,51.135057,-115.614946,FALSE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Combination of hair traps bear rubs and bear encounter histories into a model to produce model averaged estimates,No
Sawaya2012,12742,Estimating Grizzly and Black bear population abundance and trend in Banff National Park using noninvasive genetic sampling,"Sawaya, M. A., J. B. Stetz, et al. (2012). Estimating Grizzly and Black bear population abundance and trend in Banff National Park using noninvasive genetic sampling."" PLoS ONE 7(5).""",Mammalia,Carnivora,Ursidae,Ursus,americanus,,"Pallas, 1780",American black bear,6641,NA,km2,"Banff National Park and surrounding area, Alberta",Canada,North America,51.135057,-115.614946,FALSE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Combination of hair traps bear rubs and bear encounter histories into a model to produce model averaged estimates,No
NA,4633,IUCN SSC Polar Bears. Proceedings of the Twelfth Working Meeting of the IUCN/SSC Polar Bear Specialist Group," Derocher, A. E., G. W. Garner, et al. (1997). IUCN SSC Polar Bears. Proceedings of the Twelfth Working Meeting of the IUCN/SSC Polar Bear Specialist Group.",Mammalia,Carnivora,Ursidae,Ursus,maritimus,,"Phipps, 1774",Polar bear,7000,NA,km2,Wrangel Island State Nature Reserve,Russian Federation,Asia,71.18861,-179.715,TRUE,Marine,Unknown,Arctic,Yes,No,No,No of Polar bear dens/100km,aerial and ground transect surveys,No
Lariviere2000143,12700,Status and conservation of the gray wolf (Canis lupus) in wildlife reserves of Quebec,"Larivière, S., H. Jolicoeur, et al. (2000). Status and conservation of the gray wolf (Canis lupus) in wildlife reserves of Quebec."" Biological Conservation 94: 143-151.""",Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,7861,NA,km2,"Laurentides Wildlife Reserve, Southern Québec",Canada,North America,47.750004,-71.249968,TRUE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Density (wolves per 100km2),Density estimated from questionnaires by moose hunters and an equation linking tracking data,No
NA,4916,Viruses of the Serengeti: patterns of infection and mortality in African lions," Packer, C., S. Altizer, et al. (1999). Viruses of the Serengeti: patterns of infection and mortality in African lions."" Journal of Animal Ecology 68(6): 1161-1178.""",Mammalia,Carnivora,Felidae,Panthera,leo,,"Linnaeus, 1758",African lion / Asiatic lion,8292,NA,km2,Ngorongoro Crater,"Tanzania, United Republic Of",Africa,-3.17222,35.56667,FALSE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Individuals,Monthly monitoring using individual recognition,No
NA,127,Case-Study of a Population Bottleneck - Lions of the Ngorongoro Crater," Packer, C., A. E. Pusey, et al. (1991). Case-Study of a Population Bottleneck - Lions of the Ngorongoro Crater."" Conservation Biology 5(2): 219-230.""",Mammalia,Carnivora,Felidae,Panthera,leo,,"Linnaeus, 1758",African lion / Asiatic lion,8292,NA,km2,Ngorongoro Crater,"Tanzania, United Republic Of",Africa,-3.16667,35.58333,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Number of individuals,Estimate - census,No
NA,3480,"Yellowstone grizzly bear investigations : annual report of the Interagency Study Team, National Biological Service, Bozeman, Montana."," Knight, R. R. and B. M. Blanchard (1995). Yellowstone grizzly bear investigations : annual report of the Interagency Study Team, National Biological Service, Bozeman, Montana.",Mammalia,Carnivora,Ursidae,Ursus,arctos,,"Linnaeus, 1758",Grizzly bear / Brown bear,8991,NA,km2,"Yellowstone National Park, USA",United States,North America,44.57472,-110.51667,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,bears/hour,Observed during observation flights,No
NA,3478,"Kodiak Brown Bears."" Our living resources: a report to the nation on the distribution  abundance  and health of U.S. plants  animals  and ecosystems"," Barnes, V. G., R. B. Smith, et al. (1995). Kodiak Brown Bears."" Our living resources: a report to the nation on the distribution  abundance  and health of U.S. plants  animals  and ecosystems. from http://biology.usgs.gov/s+t/imagefiles/s035f03.htm.""",Mammalia,Carnivora,Ursidae,Ursus,arctos,middendorffi,"Linnaeus, 1758",Grizzly bear / Brown bear,9311,NA,km2,Kodiak Island,United States,North America,57.46667,-153.26667,TRUE,Terrestrial,Boreal forests/taiga,Nearctic,Yes,No,No,Individuals,Aerial survey,No
NA,14539,Characteristics of an unharvested lynx population during a snowshoe hare decline,"Poole, K. (1994). Characteristics of an unharvested lynx population during a snowshoe hare decline."" The Journal of Wildlife Management 58(4): 608-618.""",Mammalia,Carnivora,Felidae,Lynx,canadensis,,"Kerr, 1792",Canadian lynx,10000,NA,km2,"Mackenzie Bison Sanctuary, Northwest Territories",Canada,North America,61.623636,-116.12548,TRUE,Terrestrial,Boreal forests/taiga,Nearctic,Yes,No,No,Number of individuals,90 traps were set along 55 km during each 21-31 day trapping session.,No
NA,12914,Social organization and space use of Coyotes in Eastern Canada relative to prey distribution and abundance,"Patterson, B. R. and F. Messier (2001). Social organization and space use of Coyotes in Eastern Canada relative to prey distribution and abundance."" Journal of Mammalogy 82(2): 463-477.""",Mammalia,Carnivora,Canidae,Canis,latrans,,"Say, 1823",Coyote,10311,NA,km2,"Cape Breton Island, Nova Scotia",Canada,North America,45.75,-61.25,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Number of individuals per 100 km2,Track counting using ground surveys by snow-mobile or truck after fresh snowfalls.,No
REGEHR2007,13304,Effects of earlier sea ice breakup on survival and population size of Polar bears in Western Hudson Bay,"Regehr, E. V., N. J. Lunn, et al. (2007). Effects of earlier sea ice breakup on survival and population size of Polar bears in Western Hudson Bay."" Journal of Wildlife Management 71(8): 2673-2683.""",Mammalia,Carnivora,Ursidae,Ursus,maritimus,,"Phipps, 1774",Polar bear,11475,NA,km2,"Wapusk National Park, Manitoba",Canada,North America,57.934549,-93.387569,TRUE,Marine,Unknown,Arctic,Yes,No,No,Number of individuals,Helicopters used to capture polar bears between late August and early October distributing capture effort over entire area.,No
Lariviere2000143,12694,Status and conservation of the gray wolf (Canis lupus) in wildlife reserves of Quebec,"Larivière, S., H. Jolicoeur, et al. (2000). Status and conservation of the gray wolf (Canis lupus) in wildlife reserves of Quebec."" Biological Conservation 94: 143-151.""",Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,12589,NA,km2,"La Verendrye wildlife reserve, Southern Québec",Canada,North America,47.166578,-76.874151,TRUE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Density (wolves per 100km2),Density estimated from questionnaires by moose hunters and an equation linking tracking data,No
NA,5373,The Significance of Limiting and Regulating Factors on the Demography of Moose and White-tailed Deer," Messier, F. (1991). The Significance of Limiting and Regulating Factors on the Demography of Moose and White-tailed Deer."" Journal of Animal Ecology 60: 377-393.""",Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,16000,NA,km2,"National Superior Forest, North-eastern Minnesota",United States,North America,48,-92,TRUE,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,Yes,No,No,Density: N-100km,Unknown,No
NA,6189,Annual report of the Inventory and Monitoring Program fiscal year 1998, National Resource Information Division (1998). Annual report of the Inventory and Monitoring Program fiscal year 1998. E. Rockwell.,Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,19185.79,NA,km2,"Denali National Park, Alaska",United States,North America,63.32972,-150.5,TRUE,Terrestrial,Tundra,Nearctic,Yes,No,No,Estimated population,Radiotelemetry,No
NA,119,African wild dog," Mills, G. and WWF South Africa (2000). African wild dog. LM via J Loh.",Mammalia,Carnivora,Canidae,Lycaon,pictus,,"(Temminck, 1820)",African wild dog,19485,NA,km2,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Number of individuals,Unknown,No
NA,528,Status and trends for large carnivores in Europe., Large Carnivore Initiative for Europe (2004). Status and trends for large carnivores in Europe.,Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,20273,NA,km2,Slovenia,Slovenia,Europe,46,15,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Yes,No,No,Number of individuals,Track count and unknown,No
NA,11046,"Status of the Tigers, Co-predators, and Prey in India, 2010"," National Tiger Conservation Authority (2011). Status of the Tigers, Co-predators, and Prey in India, 2010. Y. V. Jhala, Q. Qureshi, R. Gopal and P. R. Sinha, Wildlife Institute of India: 1-169.",Mammalia,Carnivora,Felidae,Panthera,tigris,tigris,"Hilzheimer, 1905",Tiger,21081,NA,km2,"Mizoram, India",India,Asia,23.58333,92.4,FALSE,Terrestrial,Tropical and subtropical moist broadleaf forests,Indo-Malayan,Yes,No,No,Tiger abundance,Sign and encounter rates and mark-recapture based on camera trapping,No
NA,11294,Contributed Papers to the Snow Leopard Survival Strategy Summit," International Snow Leopard Trust (2002). Contributed Papers to the Snow Leopard Survival Strategy Summit. Snow Leopard Survival Strategy Summit, Seattle U.S.A, International Snow Leopard Trust.",Mammalia,Carnivora,Felidae,Uncia,uncia,,"(Schreber, 1775)",Snow leopard,22000,NA,hectares,"Tsagaan Shuvuut Mountains  SPA, Uvs Province, Mogolia",Mongolia,Asia,50.36667,91.08333,TRUE,Terrestrial,Temperate coniferous forests,Palearctic,Yes,No,No,sign density/km,monthly transects,No
NA,8147,"Biotic diversity of Karelia: conditions of formation, communities and species."," Karelian research centre of RAS (2003). Biotic diversity of Karelia: conditions of formation, communities and species.",Mammalia,Carnivora,Felidae,Lynx,lynx,,"Linnaeus, 1758",Eurasian lynx,22544,NA,km2,"Louhi district, Karelia region",Russian Federation,Asia,66.66667,31,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Yes,No,No,lynx numbers,observation,No
Lozano2013,18329,"Lozano, J., E. Virgos, and S. Cabezas-Dias. 2013. Monitoring European wildcat Felis silvestris populations using scat surveys in central Spain: are population trends related to wild rabbit dynamics or to landscape features? Zoological Studies 52:16.",,Mammalia,Carnivora,Felidae,Felis,silvestris,,"(Schreber, 1777)",Wild cat,23000,NA,km2,Madrid and Toledo Provinces,Spain,Europe,40.154671,-3.86729,FALSE,Terrestrial,Mediterranean forests  woodlands and scrub,Palearctic,Yes,No,No,Abundance index,Scats were counted along 1-km transects following paths in each of 39 survey locations and an abundance calculated based on the frequency of occurrence of scats.,No
NA,22757,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,27542.69,NA,km2,"East Kootenay, British Columbia",Canada,North America,49.12298,-117.93544,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
NA,22823,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Felidae,Puma,concolor,,"(Linnaeus, 1771)",Mountain lion / Puma / Cougar,27542.69,NA,km2,"East Kootenay, British Columbia",Canada,North America,49.12298,-117.93544,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
NA,22842,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Ursidae,Ursus,americanus,,"Pallas, 1780",American black bear,27542.69,NA,km2,"East Kootenay, British Columbia",Canada,North America,49.12298,-117.93544,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
NA,22853,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Ursidae,Ursus,arctos,horribilis,"Linnaeus, 1758",Grizzly bear / Brown bear,27542.69,NA,km2,"East Kootenay, British Columbia",Canada,North America,49.12298,-117.93544,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
ISI000270203100034,8932,Impact of conservation interventions on the dynamics and persistence of a persecuted leopard (Panthera pardus) population," Balme, G. A., R. Slotow, et al. (2009). Impact of conservation interventions on the dynamics and persistence of a persecuted leopard (Panthera pardus) population."" Biological Conservation 142: 2681-2690.""",Mammalia,Carnivora,Felidae,Panthera,pardus,,"Linnaeus, 1758",Leopard,28555,NA,hectares,"Phinda Private Game Reserve, situated in the Maputaland region of northern KwaZulu-Natal, South Africa",South Africa,Africa,-27.83333,31.83333,TRUE,Terrestrial,Montane grasslands and shrublands,Afrotropical,Yes,No,No,Number leopards/100 km2,Camera traps,No
NA,639,Status and trends for large carnivores in Europe., Large Carnivore Initiative for Europe (2004). Status and trends for large carnivores in Europe.,Mammalia,Carnivora,Ursidae,Ursus,arctos,,"Linnaeus, 1758",Grizzly bear / Brown bear,28748,NA,km2,Albania,Albania,Europe,41,20,FALSE,Terrestrial,Mediterranean forests  woodlands and scrub,Palearctic,Yes,No,No,Number of individuals,Estimate,No
NA,28,Demography of the Serengeti cheetah (Acinonyx jubatus) population: the first 25 years,"Kelly, M. J., M. K. Laurenson, et al. (1998). Demography of the Serengeti cheetah (Acinonyx jubatus) population: the first 25 years."" Journal of Zoology 244: 473-488.""",Mammalia,Carnivora,Felidae,Acinonyx,jubatus,,"Schreber, 1775",Cheetah,30000,NA,km2,Serengeti National Park,"Tanzania, United Republic Of",Africa,-2.33333,34.58333,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Number of females,Observation,No
NA,41,"Foxes, Wolvevs, Jackals, and Dogs: An Action Plan for the Conservation of Canids"," Ginsberg, J. R. and D. W. Macdonald (1990). Foxes, Wolvevs, Jackals, and Dogs: An Action Plan for the Conservation of Canids. IUCN/SSC Canid Specialist Group and IUCN Wolf Specialist Group. Gland, Switzerland: 116 pp.",Mammalia,Carnivora,Canidae,Canis,mesomelas,,"Schreber, 1775",Black-backed jackal,30000,NA,km2,Serengeti National Park,"Tanzania, United Republic Of",Africa,-2.33333,34.83333,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Number of individuals,Census,No
NA,4914,Viruses of the Serengeti: patterns of infection and mortality in African lions," Packer, C., S. Altizer, et al. (1999). Viruses of the Serengeti: patterns of infection and mortality in African lions."" Journal of Animal Ecology 68(6): 1161-1178.""",Mammalia,Carnivora,Felidae,Panthera,leo,,"Linnaeus, 1758",African lion / Asiatic lion,30000,NA,km2,"Serengeti National Park, Tanzania","Tanzania, United Republic Of",Africa,-2.33333,34.56667,FALSE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Individuals,Monthly monitoring using individual recognition,No
NA,5249,"Population dynamics, population size, and the commuting system of Serengeti Spotted hyenas. Serengeti"," Hofer, H. and M. East (1995). Population dynamics, population size, and the commuting system of Serengeti Spotted hyenas. Serengeti II: Dynamics, Management and Conservation of an ecosystem. A. R. E. Sinclair. Chicago and London, University of Chicago Press: 332-363.",Mammalia,Carnivora,Canidae,Canis,aureus,,"Linnaeus, 1758",Golden jackal,30000,NA,km2,Serengeti Plains,"Tanzania, United Republic Of",Africa,-3.66,34.79,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Census estimate in wet season,Unspecified,No
NA,5250,"Population dynamics, population size, and the commuting system of Serengeti Spotted hyenas. Serengeti"," Hofer, H. and M. East (1995). Population dynamics, population size, and the commuting system of Serengeti Spotted hyenas. Serengeti II: Dynamics, Management and Conservation of an ecosystem. A. R. E. Sinclair. Chicago and London, University of Chicago Press: 332-363.",Mammalia,Carnivora,Canidae,Otocyon,megalotis,,"(Desmarest, 1822)",Bat-eared fox,30000,NA,km2,Serengeti Plains,"Tanzania, United Republic Of",Africa,-3.66,34.79,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Census estimate in wet season,Unspecified,No
NA,5248,"Population dynamics, population size, and the commuting system of Serengeti Spotted hyenas. Serengeti"," Hofer, H. and M. East (1995). Population dynamics, population size, and the commuting system of Serengeti Spotted hyenas. Serengeti II: Dynamics, Management and Conservation of an ecosystem. A. R. E. Sinclair. Chicago and London, University of Chicago Press: 332-363.",Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,,"Erxleben, 1777",Spotted hyaena,30000,NA,km2,Serengeti Plains,"Tanzania, United Republic Of",Africa,-3.66,34.79,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Source population size in wet season,Estimates calculated from resightings of marked individuals and transect counts,No
NA,128,"Ecology, demograpghy and behaviour of lions in two contrasting habitats: Ngorongoro Crater and the Serengeti Plains"," Hanby, J. P., J. D. Boycott, et al. (1995). Ecology, demograpghy and behaviour of lions in two contrasting habitats: Ngorongoro Crater and the Serengeti Plains. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 315 - 331.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.",Mammalia,Carnivora,Felidae,Panthera,leo,,"Linnaeus, 1758",African lion / Asiatic lion,30000,NA,km2,"Serengeti Plains, Tanzania","Tanzania, United Republic Of",Africa,-3.16667,35.58333,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Number of individuals,Count of resident females over 4 years old,No
NA,22753,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,31285,NA,km2,"Vancouver Island, British Columbia",Canada,North America,49.65063,-125.44939,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
NA,22819,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Felidae,Puma,concolor,,"(Linnaeus, 1771)",Mountain lion / Puma / Cougar,31285,NA,km2,"Vancouver Island, British Columbia",Canada,North America,49.65063,-125.44939,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
NA,22838,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Ursidae,Ursus,americanus,,"Pallas, 1780",American black bear,31285,NA,km2,"Vancouver Island, British Columbia",Canada,North America,49.65063,-125.44939,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
NA,22849,"BC Fish & Wildlife Branch (2017). British Columbia Ungulate Species Regional Population Estimates and Status - Preseason data. Victoria, British Columbia, British Columbia Conservation Data Centre.",,Mammalia,Carnivora,Ursidae,Ursus,arctos,horribilis,"Linnaeus, 1758",Grizzly bear / Brown bear,31285,NA,km2,"Vancouver Island, British Columbia",Canada,North America,49.65063,-125.44939,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Estimated number of individuals,Aerial survey,No
NA,3479,Population-Dynamics of Yellowstone Grizzly Bears," Knight, R. R. and L. L. Eberhardt (1985). Population-Dynamics of Yellowstone Grizzly Bears."" Ecology 66(2): 323-334.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database.  http://cpbnts1.bio.ic.ac.uk/gpdd/  Imperial College",Mammalia,Carnivora,Ursidae,Ursus,arctos,horribilis,"Linnaeus, 1758",Grizzly bear / Brown bear,34375,NA,miles2,"Yellowstone National Park and surrounding area, Wyoming, USA",United States,North America,44.5,-110.28333,TRUE,Terrestrial,Temperate coniferous forests,Nearctic,Yes,No,No,Mean number of sightings per flight (May - July),Arial survey,No
NA,10733,Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes," Kurki, S., A. Nikula, et al. (1998). Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes."" Journal of Animal Ecology 67(6): 874-886.""",Mammalia,Carnivora,Canidae,Vulpes,vulpes,,"Linnaeus, 1758",Red fox,34378,NA,km2,Southern Finland,Finland,Europe,60.73333,23.1,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Yes,No,No,Track density (10km¯¹ 24h ¯¹ ),Finnish wildlife-triangle method - winter snow tracking census,No
NA,510,Distribution and number game animals and grouse birds in East Fennoscandia," Danilov, P., P. Helle, et al. (2002). Distribution and number game animals and grouse birds in East Fennoscandia. . Russian Academy of Science. : 18.",Mammalia,Carnivora,Canidae,Canis,lupus,,"Linnaeus, 1758",Grey wolf / Gray wolf,34378,NA,km2,Southern Finland,Finland,Europe,64,26,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Yes,No,No,Tracks per 10km,Unknown,No
NA,2357,Local variation in arctic fox abundance on Svalbard  Norway," Fuglei, E., N. A. Øritsland, et al. (2003). Local variation in arctic fox abundance on Svalbard  Norway."" Polar Biology 26: 93-98.""",Mammalia,Carnivora,Canidae,Vulpes,lagopus,,"Linnaeus, 1758",Arctic fox,37673,NA,km2,"Kongsfjordområdet, Svalbard",Svalbard And Jan Mayen,Europe,78,20,FALSE,Terrestrial,Tundra,Palearctic,Yes,No,No,Number of litters,Unknown,No
NA,117,"Demographic changes and social consequences in wild dogs, 1964 -1992"," Burrows, R. (1995). Demographic changes and social consequences in wild dogs, 1964 -1992. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 400-420.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.",Mammalia,Carnivora,Canidae,Lycaon,pictus,,"(Temminck, 1820)",African wild dog,38292,NA,km2,"Serengeti National Park & Ngorongoro Conservation Area, Tanzania","Tanzania, United Republic Of",Africa,-3.16667,35.58333,TRUE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Number of individuals,Count of yearlings and adults,No
Durant20111490,11295,Long-term trends in carnivore abundance using distance sampling in Serengeti National Park  Tanzania," Durant, S. M., M. E. Craft, et al. Long-term trends in carnivore abundance using distance sampling in Serengeti National Park  Tanzania."" Journal of Applied Ecology 48(6): 1490-1500.""",Mammalia,Carnivora,Canidae,Canis,adustus,,"Sundevall, 1847",Side-striped jackal,38292,NA,km2,Serengeti national park and Ngorongoro conservation area,"Tanzania, United Republic Of",Africa,-2.54111,35.15167,FALSE,Terrestrial,Tropical and subtropical grasslands savannas and shrublands,Afrotropical,Yes,No,No,Individuals per km2,Transect survey counts from a vehicle,No
